proteinGroups.nucl$LFQ.intensity.8hrsNI.Rep1	proteinGroups.nucl$LFQ.intensity.8hrsNI.Rep2	proteinGroups.nucl$LFQ.intensity.8hrsNI.Rep3	proteinGroups.nucl$LFQ.intensity.8hrsI.Rep1	proteinGroups.nucl$LFQ.intensity.8hrsI.Rep2	proteinGroups.nucl$LFQ.intensity.8hrsI.Rep3	proteinGroups.nucl$LFQ.intensity.24hrsNI.Rep1	proteinGroups.nucl$LFQ.intensity.24hrsNI.Rep2	proteinGroups.nucl$LFQ.intensity.24hrsNI.Rep3	proteinGroups.nucl$LFQ.intensity.24hrsI.Rep1	proteinGroups.nucl$LFQ.intensity.24hrsI.Rep2	proteinGroups.nucl$LFQ.intensity.24hrsI.Rep3
Solyc01g097860.2.1	0	999180	0	784590	0	0	753120	961340	0	1098300	5979500	1056100
Solyc01g097890.2.1	115240000	92450000	55402000	108920000	113400000	117080000	98222000	97931000	85523000	100090000	63315000	92651000
Solyc01g098000.2.1	0	0	0	0	0	0	0	0	0	0	1984500	0
Solyc01g098100.2.1	33409000	47366000	25581000	48658000	31394000	33710000	38655000	30603000	39749000	18228000	13887000	29931000
Solyc01g098160.2.1	3055600	4245600	3268900	3157400	3443700	3208600	3042700	3724100	2938600	3624600	1946600	2009800
Solyc01g098180.2.1	11543000	20370000	20469000	7820800	16145000	16636000	17477000	24793000	16471000	28433000	15092000	10150000
Solyc01g098250.2.1	1578100	1609300	1808400	2499700	2194400	1517100	2419400	2025800	2224800	2186700	1271000	1832600
Solyc01g098350.2.1	3389000	4407200	3156900	5215500	5729300	5871900	4529400	6610900	3109000	7529900	4213200	11077000
Solyc01g098780.2.1	0	0	190490	0	0	0	0	0	0	0	0	0
Solyc01g098810.2.1	50622000	17499000	34947000	23837000	43924000	29593000	46512000	35112000	35042000	22633000	22263000	25566000
Solyc01g099090.2.1	0	0	1796900	0	1449400	0	0	1369000	1808300	0	791020	1944500
Solyc01g099100.2.1	8762000	8639000	15710000	7809700	12155000	8863400	17622000	18230000	15159000	80681000	96921000	71818000
Solyc01g099150.2.1	1109100	0	0	0	0	0	0	0	0	0	0	0
Solyc01g099220.2.1	0	0	0	0	0	0	0	0	0	0	0	319940000
Solyc01g099360.2.1	20055000	12067000	19816000	19894000	12079000	25869000	19283000	18453000	18922000	11918000	7199400	9240600
Solyc01g099370.2.1	0	0	0	0	0	0	0	0	0	5685300	3733700	2563700
Solyc01g099410.2.1	5890700000	1.3445e+10	2.193e+09	1.4705e+10	7509200000	2171700000	6496700000	9.964e+09	2508400000	3769900000	2134400000	746650000
Solyc01g099630.2.1	56462000	96349000	183300000	83694000	103630000	63627000	101880000	177800000	142990000	218960000	203530000	161820000
Solyc01g099670.2.1	3444400	12891000	2142100	4406300	9990200	9897100	7204300	8032500	3777000	20147000	43125000	17692000
Solyc09g065940.2.1	3585700	7947700	4069600	4686400	11211000	9735400	7871600	3004400	4430700	4291000	5898200	8955300
Solyc01g099760.2.1	10310000	13621000	6726200	14959000	15586000	10236000	11429000	17423000	12628000	20648000	29908000	16557000
Solyc01g099810.2.1	27967000	32780000	0	0	0	0	0	39530000	39736000	36420000	0	106070000
Solyc01g099830.2.1	16906000	53446000	19656000	21466000	47713000	34158000	45749000	31197000	17758000	42219000	103450000	28910000
Solyc01g099850.2.1	0	244640	0	0	0	0	0	0	0	0	0	0
Solyc01g099900.2.1	30068000	165450000	32633000	61633000	88645000	61785000	79240000	75389000	42588000	44833000	41130000	109430000
Solyc01g100050.2.1	55358000	66939000	58819000	93236000	56375000	93556000	107460000	86562000	6.8e+07	87166000	82827000	88057000
Solyc01g100060.2.1	42061000	32709000	47388000	70066000	39471000	28503000	76756000	58540000	34622000	25514000	20614000	35033000
Solyc01g100130.2.1	513760	0	0	0	0	0	0	0	0	0	0	0
Solyc01g100200.2.1	0	0	0	1294700	0	0	0	0	0	0	0	0
Solyc01g100330.2.1	0	0	0	978990	1156800	849210	1159600	1099300	0	1329800	1083100	735480
Solyc01g100380.2.1	45186000	70741000	74799000	68908000	123260000	94867000	46226000	78594000	65258000	43127000	46290000	32064000
Solyc01g100430.2.1	0	0	842760	0	0	0	0	0	0	0	0	1263600
Solyc01g100500.2.1	104680000	57515000	54378000	129330000	66069000	50037000	68835000	86735000	49646000	94652000	49820000	35542000
Solyc01g100570.2.1	784410000	993470000	1145600000	1732900000	1040500000	1115100000	1444500000	1307400000	985750000	722160000	473700000	939730000
Solyc01g100650.2.1	0	467340	0	0	661510	0	235250	0	0	1847800	23321000	1717900
Solyc01g100720.2.1	2115800	0	0	0	1960800	0	0	2171700	0	0	0	0
Solyc01g101020.2.1	267110000	281380000	279530000	348390000	324200000	383080000	225490000	275040000	394770000	250760000	160650000	283500000
Solyc01g101030.2.1	22857000	42579000	22360000	34674000	38032000	21750000	20332000	20670000	21583000	15019000	9911200	15237000
Solyc01g102350.2.1	10430000	6282600	8318600	17339000	9455800	6534000	7996200	6977800	9190800	56281000	55171000	53582000
Solyc01g102400.2.1	9136000	6308100	9892200	16060000	5369800	18102000	6145900	7431300	6845300	40408000	0	12468000
Solyc01g102510.2.1	30131000	21423000	27041000	37768000	44835000	48911000	27902000	42285000	56772000	83485000	69880000	75486000
Solyc01g102540.2.1	21449000	16657000	33599000	28158000	22192000	14955000	35738000	24492000	33389000	14836000	9430400	19426000
Solyc01g102550.2.1	14695000	14127000	30563000	15011000	17381000	14870000	22123000	15245000	32868000	11239000	8708900	20273000
Solyc01g102560.2.1	5921600	12136000	6468900	7335300	8206500	8127800	5990800	9177300	8360400	35381000	58383000	22645000
Solyc01g102580.2.1	23085000	24459000	20864000	15970000	28983000	24782000	22767000	14868000	18211000	32464000	25389000	27871000
Solyc01g102590.2.1	1096700	0	0	0	0	0	0	0	0	0	0	0
Solyc01g102750.2.1	5610700	5194400	5307000	5191100	2791900	2803300	6374500	2764700	7378700	3456900	0	4846200
Solyc01g102760.2.1	8475000	5134300	10768000	3788200	4114400	4307600	8737300	4109100	15494000	6337500	1935800	6163500
Solyc01g102860.2.1	0	0	0	0	0	226720	0	111540	164110	548150	862670	341800
Solyc01g102970.2.1	18297000	22166000	19794000	12008000	20012000	24999000	11368000	17241000	22631000	1.2e+07	11277000	13206000
Solyc01g102980.2.1	7487100	6964400	5049400	11826000	7890400	5689200	8641200	7343200	5140800	5015300	4145800	6506100
Solyc01g103020.2.1	0	0	0	0	0	0	0	0	0	2339000	0	1785200
Solyc01g103040.2.1	6799900	6294600	3195700	4308100	2812500	4176400	6785800	2864100	3826900	2125800	1559200	1018300
Solyc01g103080.2.1	11539000	32798000	24867000	26413000	26767000	20903000	19498000	27702000	28063000	12525000	10480000	19456000
Solyc01g103130.1.1	0	0	0	0	0	0	0	0	0	16407000	0	0
Solyc01g103160.2.1	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g103410.2.1	0	0	1370400	1631100	0	0	1211100	1996700	1553700	1740600	0	0
Solyc01g103480.2.1	3283900	8874100	4949500	6193500	12701000	10561000	5212700	13990000	9470800	8990700	17327000	12259000
Solyc01g103510.2.1	2148800	9213000	0	6223800	5313000	3195200	3577200	5141800	2157800	3555900	3887400	2400000
Solyc01g103570.2.1	7847800	7250500	8373100	6425200	6673400	4549500	7678700	6784000	5338500	5642600	0	5073500
Solyc01g103680.2.1	15369000	20738000	18714000	14293000	22418000	20859000	16154000	16497000	16275000	27230000	35938000	37032000
Solyc01g103740.2.1	115340000	97164000	78495000	152620000	129750000	89738000	124390000	116380000	87239000	65719000	56025000	83451000
Solyc01g103780.2.1	2048800	2280900	2993200	1966000	1697300	2046400	1457700	1999800	1858700	1753200	1447100	1546900
Solyc01g104160.2.1	0	0	894630	0	0	0	0	0	0	0	0	0
Solyc01g104170.2.1	0	0	0	753150	800760	1134700	395340	0	0	4314900	3963200	952700
Solyc01g104350.2.1	1182900	1173700	1849700	1265700	1171800	0	1663200	1580200	1423300	0	0	0
Solyc01g104470.2.1	2974700	9621200	14043000	6958600	3159500	3925600	8638200	8760500	23753000	3493500	1514000	7089700
Solyc01g104510.2.1	31637000	19074000	33514000	23102000	24924000	10383000	27636000	22855000	29273000	25148000	13357000	33240000
Solyc01g104560.2.1	198600000	322620000	222300000	389980000	259980000	325330000	243240000	304670000	235510000	238030000	163760000	141500000
Solyc01g104570.2.1	1902900	1748500	1636200	1662700	1340600	1219100	1672300	1716100	1075600	1181300	0	879780
Solyc01g104590.2.1	243340000	297500000	163450000	250610000	250090000	246310000	264550000	2.58e+08	190130000	223040000	305900000	233250000
Solyc01g104640.2.1	0	0	0	0	0	0	0	0	1097100	0	0	0
Solyc05g023800.2.1	88066000	90881000	81106000	109630000	70065000	77507000	101040000	99164000	86294000	83234000	78408000	90873000
Solyc01g104790.2.1	0	0	0	0	0	0	1455300	0	0	0	0	0
Solyc01g104840.2.1	33312000	41035000	9295100	45483000	33138000	7304300	37271000	44693000	12688000	35230000	20298000	14990000
Solyc01g104950.2.1	25009000	22482000	22364000	24213000	27736000	22313000	32330000	38674000	35519000	21962000	26830000	26716000
Solyc01g105140.2.1	6415700	12104000	13461000	18188000	9836000	7408700	10249000	25354000	12357000	4868200	2897300	8512100
Solyc04g074190.2.1	0	0	0	0	0	0	0	0	0	463880	0	0
Solyc01g105340.2.1	22596000	16641000	37084000	21248000	10973000	28187000	21637000	29013000	33239000	23802000	26852000	27617000
Solyc01g105680.2.1	0	0	1281000	0	0	0	0	0	0	0	0	0
Solyc01g105780.2.1	68788000	50202000	42107000	96784000	60250000	85497000	67599000	68895000	57720000	36010000	21320000	41030000
Solyc01g106010.2.1	0	0	0	0	0	0	0	0	0	393000	1645200	434220
Solyc01g106030.2.1	0	0	193790	0	0	0	0	0	0	0	0	0
Solyc01g106050.2.1	12515000	10645000	8733600	7389600	9209200	12325000	11614000	8149100	11850000	17516000	22033000	18689000
Solyc01g106240.2.1	170140000	124250000	136570000	148300000	1.54e+08	126380000	136480000	151470000	133930000	95719000	46819000	130480000
Solyc01g106280.2.1	84009000	61830000	47374000	82741000	78769000	75372000	97552000	71610000	54825000	31428000	18733000	33889000
Solyc01g106770.2.1	793630	0	826450	0	1005400	0	0	0	956370	1019900	0	867840
Solyc01g107030.2.1	49160000	27394000	46542000	47633000	30724000	31001000	42264000	35423000	41541000	15251000	4324900	22048000
Solyc01g107090.2.1	0	0	0	0	0	0	0	0	0	0	586180	0
Solyc01g107150.2.1	962180	0	0	0	0	0	484220	333900	496100	731300	543780	843610
Solyc01g107160.2.1	0	0	0	0	0	0	0	0	0	384390	415540	0
Solyc01g107330.2.1	0	0	0	0	0	0	0	0	0	2647100	2332200	842380
Solyc01g107410.2.1	43638000	37252000	33997000	53333000	35545000	50274000	37580000	27338000	52285000	33327000	17179000	27814000
Solyc01g107610.2.1	3409900	0	0	0	0	1344100	2920800	3617500	2834400	2247500	0	2606700
Solyc07g021620.1.1	0	0	0	0	0	0	623660	0	0	0	0	0
Solyc01g108250.2.1	7799500	6561400	5005000	7446500	6668400	8412800	6952100	5844300	7155400	9849500	5314600	6481800
Solyc01g108290.2.1	0	0	409100	0	0	0	0	0	0	0	0	0
Solyc01g108430.2.1	437140	840900	3285400	2629200	774640	2607500	1707200	1014800	2133300	2332900	352370	1071700
Solyc01g108490.2.1	11161000	11193000	12217000	24216000	25756000	13629000	26485000	27977000	33984000	82597000	38500000	50592000
Solyc01g108500.2.1	3250800	3832400	5440400	3554800	5365900	3806000	3199100	5219100	5637800	7235400	4221000	8794500
Solyc01g108600.2.1	0	0	0	2033600	1461600	0	1121100	1771500	0	3288400	7229200	1696100
Solyc01g108660.2.1	0	0	0	0	1747700	0	0	0	0	2363500	6540100	1824700
Solyc01g109140.2.1	0	0	0	0	0	0	0	0	0	5082900	14513000	2874700
Solyc01g109410.2.1	37688000	21630000	26259000	64150000	48642000	54861000	54763000	39137000	51025000	80627000	101530000	41102000
Solyc01g109460.2.1	0	0	0	729960	0	0	0	0	0	0	0	0
Solyc01g109510.2.1	39740000	23138000	25694000	33243000	25902000	48448000	45905000	31612000	35593000	29623000	22359000	22086000
Solyc01g109540.2.1	14398000	18706000	12837000	10015000	19578000	12932000	16007000	24139000	14073000	19744000	20997000	21398000
Solyc01g109660.2.1	45979000	41961000	50481000	50089000	43726000	43641000	31202000	39267000	42289000	321740000	409260000	191730000
Solyc01g109990.2.1	98165000	106270000	77955000	179420000	131710000	91710000	121480000	133570000	97572000	56584000	29368000	75505000
Solyc01g110020.2.1	13921000	7610500	15262000	7086100	3360600	12146000	7540400	7317600	10515000	7332400	1944500	7879200
Solyc01g110120.2.1	56898000	40035000	19973000	46306000	67191000	50134000	59480000	48531000	56055000	91783000	145010000	57031000
Solyc01g110290.2.1	0	0	575160	0	0	0	0	0	0	0	0	0
Solyc01g110300.2.1	0	0	0	0	0	0	155690	0	0	0	0	0
Solyc01g110410.2.1	0	0	0	0	0	0	0	0	0	0	0	3029300
Solyc01g110480.2.1	9584800	15386000	6095000	9623000	18909000	14295000	6413000	6009300	5057300	10391000	8334500	14364000
Solyc01g110820.2.1	2327700	0	3496500	2676200	2099500	0	2584000	2074300	2497500	0	0	2510800
Solyc01g110990.2.1	3698700	4357800	4599900	5659600	6881300	5675500	4711400	6305400	6202600	7974100	4484000	7927200
Solyc01g111020.2.1	3586500	3368400	2477200	3119200	4536900	3554200	2553100	2908400	2488600	3346900	3195600	2983100
Solyc01g111140.2.1	0	0	0	0	0	0	0	0	0	920540	0	0
Solyc01g111200.2.1	0	0	0	0	0	0	0	0	0	1232400	1145800	867620
Solyc01g111240.2.1	2153500	2088600	2010500	2286400	2260100	2223200	2068600	2328600	2329600	3431200	2756500	3292000
Solyc01g111260.2.1	0	5565900	5446200	6130500	0	5762200	0	0	9206800	6281100	8826500	7352900
Solyc01g111300.2.1	48319000	81627000	49405000	91899000	78728000	36146000	57927000	71867000	62437000	62068000	47391000	70073000
Solyc01g111420.2.1	106660000	105890000	99465000	283990000	199730000	133050000	157660000	158210000	158500000	76500000	44499000	88227000
Solyc01g111520.2.1	13376000	14890000	10964000	8715300	14652000	18231000	13250000	17004000	12948000	8321400	16229000	12856000
Solyc01g111530.2.1	42734000	36118000	47324000	43022000	41237000	70373000	49113000	43871000	45759000	67241000	19366000	69756000
Solyc01g111600.2.1	6585100	7313100	0	0	2582900	2146200	3008800	2208200	2164900	2030600	1685000	0
Solyc11g042930.1.1	0	0	1599600	0	0	0	0	0	0	0	0	0
Solyc01g111710.2.1	7597800	9516800	8959300	12748000	16017000	10966000	14663000	12129000	12655000	19211000	49348000	19463000
Solyc01g111750.2.1	0	0	0	0	0	0	0	0	0	0	0	570080
Solyc01g111780.2.1	23931000	53601000	42177000	43836000	64309000	48810000	48831000	0	51382000	49005000	64855000	60158000
Solyc01g111970.2.1	14122000	12535000	8074500	25357000	7722600	22991000	17298000	12923000	14393000	4804900	3939200	5510000
Solyc01g112150.2.1	3105400	8733600	5855000	7124600	4917500	7372600	6148700	8461100	5413800	14903000	24100000	13122000
Solyc01g112290.2.1	0	0	0	0	0	0	0	0	0	1188400	1930100	0
Solyc02g011780.1.1	0	0	0	0	0	0	0	0	0	0	225120	0
Solyc02g021290.1.1	0	0	0	0	0	40679000	0	0	0	198530000	131710000	91102000
Solyc02g012020.1.1	0	0	0	0	0	1883100	0	0	0	82750000	64487000	0
Solyc02g014130.1.1	13324000	11111000	17613000	13574000	11551000	8432100	13787000	10983000	18165000	9022800	4411500	12772000
Solyc02g014310.2.1	177540000	129450000	136020000	172570000	121760000	106220000	160710000	146950000	181430000	88714000	34104000	81627000
Solyc02g014460.2.1	1881500	1374900	2194900	2210900	2181600	0	1327900	1142400	1279900	0	0	0
Solyc02g020910.2.1	2716600	4190400	3885000	2027300	4528600	4670000	1918200	2525800	2536200	2089300	4084200	2121500
Solyc02g020980.2.1	0	0	0	0	0	0	721950	0	0	0	2344700	0
Solyc02g021420.2.1	1539800	1530100	0	1571400	0	1353400	1287400	1658000	0	1624600	5115900	1619000
Solyc02g021560.2.1	0	0	537080	2218200	1595300	761180	1408800	1319200	0	29130000	53300000	22757000
Solyc02g021640.2.1	0	0	0	0	0	0	0	0	0	1583100	0	0
Solyc02g021650.2.1	8862000	15022000	14176000	14227000	14022000	17705000	9739700	16236000	15849000	16062000	15086000	11556000
Solyc02g021760.2.1	11234000	12799000	12501000	12940000	13211000	4569900	12132000	16803000	12008000	11002000	6312500	10132000
Solyc02g021780.1.1	0	0	0	0	0	0	417470	0	0	0	0	0
Solyc02g030080.2.1	117470000	97557000	77142000	113390000	106150000	92436000	104970000	94262000	98415000	58466000	37967000	79939000
Solyc02g030170.2.1	1293000	0	1411100	1543600	1058700	1428400	1346100	1467000	0	1774100	3648800	1856400
Solyc02g032380.1.1	4990700	4394400	3986400	3183400	4708400	7304500	5690600	4801300	7471000	3843700	3787200	4053300
Solyc02g032450.2.1	18100000	18175000	19405000	32501000	22596000	23378000	21562000	22920000	20940000	19873000	16038000	17069000
Solyc02g032470.2.1	0	0	3190500	0	0	0	0	0	0	0	0	2909700
Solyc02g032480.1.1	8272000	7857000	8412700	10530000	5153600	10651000	10519000	7688600	10124000	8511100	5569500	10438000
Solyc02g032490.2.1	4782900	2716500	3015300	4695100	3135600	5016100	3096300	4404900	6683800	3209100	0	3534700
Solyc02g032920.2.1	59816000	42541000	46933000	61739000	52961000	27002000	55024000	47589000	48178000	25138000	16213000	36400000
Solyc02g032960.2.1	6901000	5548800	5339400	5363000	6514900	4610300	6322700	5401300	5493400	7612900	3074600	4769700
Solyc02g032970.2.1	0	0	0	758820	0	0	0	0	0	0	0	0
Solyc02g036360.1.1	797620	0	0	0	0	0	0	0	0	0	0	0
Solyc02g036480.1.1	0	0	0	0	0	0	0	0	0	5376000	0	0
Solyc02g038690.1.1	0	0	0	0	0	0	0	0	0	156080	0	0
Solyc02g038760.2.1	0	2473700	4979600	0	0	0	0	3014200	0	781080	0	1041300
Solyc02g044030.1.1	0	8516800	0	0	0	0	0	0	0	0	0	0
Solyc02g049070.2.1	0	0	647080	0	0	0	0	692780	1285500	1106800	3827200	1498300
Solyc02g050280.2.1	0	0	4923300	4853400	4678300	0	5494300	4357400	4947300	0	0	0
Solyc02g061840.2.1	27464000	52797000	68999000	64547000	29696000	26977000	38743000	52043000	90598000	26587000	11097000	29446000
Solyc02g062130.2.1	0	36250000	22665000	20632000	91585000	76248000	19921000	47670000	0	57659000	270740000	52329000
Solyc02g062240.2.1	0	0	0	0	0	0	0	0	0	0	0	703990
Solyc02g062270.2.1	28047000	25650000	29801000	34978000	21388000	11934000	29841000	37377000	23498000	41617000	11005000	15503000
Solyc02g062290.2.1	67309000	56715000	86658000	37404000	33651000	36559000	65891000	44493000	72709000	61269000	24115000	61794000
Solyc02g062600.2.1	0	0	0	0	0	0	0	0	0	0	359400	0
Solyc02g062620.2.1	6435000	7139300	15419000	11583000	11058000	0	8445000	7942500	12141000	4428400	0	9281400
Solyc02g062700.2.1	0	719230	0	0	0	0	0	0	0	1864200	977810	0
Solyc02g062810.2.1	5266000	5995300	4860600	4235100	6528800	3562400	3118000	3450700	4452300	3164700	4993700	7869400
Solyc02g062920.2.1	39216000	38456000	40879000	41906000	29544000	51454000	35981000	40831000	42708000	21938000	12094000	31534000
Solyc02g063050.2.1	0	0	0	0	0	1162600	0	0	0	0	0	0
Solyc02g063070.2.1	3728000	2793400	2838300	4763800	5709600	3765400	11729000	5485900	10752000	9418700	10346000	5808200
Solyc02g064580.2.1	9395600	6198500	5578600	7682100	4933600	6911900	7461100	6486900	6186100	11894000	5432200	9781400
Solyc02g064670.1.1	0	0	0	0	919040	1318900	0	0	0	549200	788540	0
Solyc02g064680.2.1	813760	1630600	1164700	740150	2447100	1146700	0	1714700	1713700	1666100	1744900	1967400
Solyc02g064700.2.1	14563000	15326000	13543000	17126000	21420000	8306500	15698000	21240000	17611000	10906000	7655300	15534000
Solyc02g064940.1.1	754830000	1145300000	1212900000	1166700000	1060700000	1.272e+09	1.09e+09	1337900000	1.288e+09	281210000	271800000	719800000
Solyc02g065170.2.1	0	2102200	3341600	1698700	3500400	1906900	1371100	1468700	4426000	6218600	7055200	4362500
Solyc02g065300.1.1	0	614690	0	0	0	0	0	564470	0	573630	3658700	645210
Solyc02g065370.2.1	18512000	13138000	10462000	20668000	12027000	12477000	11896000	9282200	8987200	5093000	0	3524200
Solyc02g065500.2.1	7262000	4021800	9669600	2535800	3933200	0	5571100	4525200	5986300	2478500	0	4249400
Solyc02g065630.2.1	25215000	29013000	21020000	20233000	19260000	10563000	34625000	37096000	20726000	26144000	13854000	10270000
Solyc02g065660.2.1	21475000	29081000	35467000	17762000	24868000	27252000	27272000	30271000	45294000	22164000	15593000	45062000
Solyc02g066950.2.1	0	0	0	0	0	457820	0	0	0	0	0	0
Solyc02g067030.2.1	1315700	1012700	0	1164000	1050400	0	1166900	1255000	1035600	1277000	2433900	1288400
Solyc02g067210.2.1	329130000	299370000	380640000	354060000	401620000	182670000	394790000	460920000	359300000	274560000	140640000	302600000
Solyc02g067310.2.1	51667000	35617000	36166000	40751000	33275000	41800000	24536000	27455000	35425000	14366000	11311000	18552000
Solyc02g067320.1.1	22399000	22293000	23126000	20824000	15379000	21474000	16364000	18799000	22010000	8298100	0	7398500
Solyc02g067370.2.1	0	0	518600	0	0	0	0	0	808760	0	0	0
Solyc02g067530.2.1	0	436390	580880	0	0	522860	397950	473270	0	454250	680620	476230
Solyc02g067570.2.1	3164000	1912800	2382500	3316500	2072200	0	3841400	2721500	1961700	2272900	1602000	1892800
Solyc02g067810.1.1	0	0	0	0	0	0	1527900	0	0	0	0	0
Solyc02g067890.2.1	11410000	8755300	8773700	10576000	9334300	10924000	19144000	8912100	10250000	6945100	5644000	6804600
Solyc02g067980.2.1	486310	0	0	0	0	0	0	461180	0	0	913640	0
Solyc02g068090.2.1	22980000	15462000	17985000	14783000	13440000	22372000	16830000	16489000	16192000	42853000	21225000	26775000
Solyc02g068100.2.1	61432000	38610000	51211000	50726000	41567000	45331000	67037000	52169000	57159000	36428000	21081000	41375000
Solyc02g068190.1.1	18950000	20826000	25488000	19960000	21305000	17001000	19689000	28385000	21676000	26726000	9905100	16657000
Solyc02g068340.2.1	0	289000	0	0	0	0	0	0	0	0	0	0
Solyc02g068420.2.1	11247000	15950000	7657500	17100000	22241000	9984700	10217000	19065000	11928000	8931600	6934700	14067000
Solyc02g068560.2.1	2315300	1063900	2659100	2605100	2735000	712320	1440600	2333700	3327700	1964200	1248400	1814900
Solyc02g068980.1.1	0	0	0	0	9741300	0	0	0	0	0	0	0
Solyc02g068990.2.1	2577700	1035100	742670	2068800	1381300	1158900	1364500	0	929100	702600	0	0
Solyc02g069100.2.1	0	4820500	15145000	7065800	4756800	4586900	6235800	5217400	14337000	17780000	10814000	15616000
Solyc02g069150.2.1	0	0	0	0	0	0	0	0	0	2640200	0	0
Solyc02g069260.2.1	8742200	10986000	12011000	6321000	7527200	14317000	7057300	8309700	12728000	14383000	17550000	18810000
Solyc02g069380.2.1	0	0	0	0	0	0	0	0	0	0	0	224040
Solyc02g069450.2.1	10926000	44341000	14146000	19158000	20616000	14885000	13789000	19844000	28162000	38852000	116890000	59698000
Solyc02g069460.2.1	95576000	504020000	194590000	196470000	439610000	239940000	290090000	238330000	466180000	645710000	1659300000	816760000
Solyc02g069510.1.1	4473000	0	1219600	0	905530	1119900	788200	827310	859930	572690	0	0
Solyc02g069590.2.1	0	2846900	1455800	2332900	1047000	923060	1279600	6365000	1505400	1328800	1651300	2431900
Solyc02g069770.2.1	53266000	1.14e+08	82413000	126610000	86549000	87618000	98837000	129070000	73157000	49635000	42695000	76840000
Solyc02g069790.2.1	38112000	13417000	11351000	29698000	17906000	21067000	33942000	19987000	14588000	18965000	13430000	11909000
Solyc02g069850.2.1	0	1415900	1611800	1416700	1431900	8501900	1553300	1556000	1351100	6197300	24951000	1138900
Solyc02g069950.2.1	45397000	39529000	53802000	73748000	61379000	45996000	73374000	63316000	52295000	21054000	17080000	54634000
