proteinGroups.nonucl$LFQ.intensity.8hrsNI.Rep1	proteinGroups.nonucl$LFQ.intensity.8hrsNI.Rep2	proteinGroups.nonucl$LFQ.intensity.8hrsNI.Rep3	proteinGroups.nonucl$LFQ.intensity.8hrsI.Rep1	proteinGroups.nonucl$LFQ.intensity.8hrsI.Rep2	proteinGroups.nonucl$LFQ.intensity.8hrsI.Rep3	proteinGroups.nonucl$LFQ.intensity.24hrsNI.Rep1	proteinGroups.nonucl$LFQ.intensity.24hrsNI.Rep2	proteinGroups.nonucl$LFQ.intensity.24hrsNI.Rep3	proteinGroups.nonucl$LFQ.intensity.24hrsI.Rep1	proteinGroups.nonucl$LFQ.intensity.24hrsI.Rep2	proteinGroups.nonucl$LFQ.intensity.24hrsI.Rep3
Solyc12g017460.1.1	79322000	115760000	208620000	140480000	158210000	35396000	83938000	182600000	143130000	210620000	131280000	177620000
Solyc12g021230.1.1	76372000	63379000	98614000	55288000	56188000	55631000	85554000	51427000	60462000	41117000	35266000	40270000
Solyc12g032950.1.1	0	0	0	0	0	0	0	2623400	2774400	0	0	0
Solyc12g032980.1.1	1960400	2895200	0	2794700	0	0	3567700	6005700	0	1272800	0	0
Solyc12g037970.1.1	0	0	0	0	0	0	0	0	0	833280	0	0
Solyc12g039120.1.1	0	1225200	0	0	890970	0	0	0	0	1128600	2563600	0
Solyc12g042060.1.1	22659000	36075000	13123000	33701000	57971000	28725000	26110000	37033000	15670000	120450000	324800000	67464000
Solyc12g042360.1.1	2571400	2167100	1694100	2939400	1930000	3674100	3667000	2224600	3202000	1958500	2429900	2550200
Solyc12g042770.1.1	0	0	0	0	1324000	0	0	0	0	1565500	14885000	2275300
Solyc12g042900.1.1	0	0	0	0	0	0	0	0	0	0	7600100	0
Solyc12g043120.1.1	0	0	0	0	0	0	0	0	609190	1565400	0	723570
Solyc12g044330.1.1	0	0	0	0	0	0	0	0	0	0	0	11620000
Solyc12g044950.1.1	0	0	0	0	0	0	0	0	0	9556800	9770000	4484000
Solyc12g049580.1.1	15734000	9466800	11470000	16384000	8746500	0	11525000	12135000	12167000	14635000	7350200	13335000
Solyc12g055800.1.1	190500000	441690000	276300000	256690000	3.51e+08	318420000	443150000	437670000	299310000	371350000	872350000	458970000
Solyc12g055840.1.1	76360000	51277000	47865000	65987000	48427000	41959000	75751000	64012000	53661000	21654000	17801000	28161000
Solyc12g055970.1.1	0	0	0	0	0	0	3338000	0	0	0	0	0
Solyc12g056120.1.1	0	0	0	0	0	0	0	0	0	0	1469200	0
Solyc12g056220.1.1	286100000	237180000	392910000	271570000	201170000	307100000	278310000	215850000	323120000	881800000	876300000	8.03e+08
Solyc12g056390.1.1	0	0	0	0	0	0	0	0	0	0	0	13795000
Solyc12g062290.1.1	1.29e+08	182840000	181990000	174440000	144680000	115880000	208920000	177290000	122640000	91792000	37385000	116280000
Solyc12g062570.1.1	17626000	5087500	0	7246000	4724800	0	6201500	4391800	0	0	3786500	0
Solyc12g062640.1.1	0	5408900	0	4824300	5275000	0	4315600	6015100	0	9388700	11161000	0
Solyc12g077590.1.1	0	2907400	1970300	1594800	1771900	1417700	3139900	3124500	2319800	1567300	0	945040
Solyc12g088720.1.1	5210100	18614000	7514300	13095000	16644000	13467000	9143000	14803000	7821800	32098000	56737000	26146000
Solyc12g088760.1.1	0	0	0	0	0	549860	0	0	0	0	0	0
Solyc12g089340.1.1	1396000	1120900	890760	0	0	0	0	1141000	1139400	0	0	0
Solyc12g094460.1.1	2227900	5080000	2376800	3511000	5993200	3293900	2975600	5454600	2359600	26175000	29501000	24803000
Solyc12g094640.1.1	35096000	35705000	23017000	73028000	101090000	39496000	40107000	34018000	40514000	272980000	819880000	233120000
Solyc12g094720.1.1	0	0	0	0	0	0	0	0	0	0	3377900	0
Solyc12g095860.1.1	0	0	0	0	0	0	1389100	0	1291700	1479800	0	1785100
Solyc12g095990.1.1	19971000	27931000	15353000	21004000	32280000	13333000	18245000	25004000	16413000	35468000	73315000	42830000
Solyc12g096550.1.1	1195000	0	0	1272200	1464400	1446500	0	1447100	0	6067000	24210000	1736800
Solyc12g099100.1.1	0	0	0	0	0	0	0	0	0	1520000	0	0
Solyc12g099200.1.1	0	0	0	0	0	0	0	0	544490	0	0	0
Solyc12g099440.1.1	16343000	16511000	16539000	11657000	27734000	13218000	12786000	25895000	17208000	39264000	37381000	27760000
Solyc12g099930.1.1	637950	850880	572420	4726700	22695000	1197600	1551500	1203400	547640	100030000	505670000	42875000
